team,conference,sos,osrs,dsrs,srs,year
Holy Cross,Patriot,-5.57,-2.57,-5.46,-8.03,2010
UT Arlington,Southland (West),-3.97,0.41,-8.47,-8.06,2010
Jacksonville State,OVC,-4.22,-2.63,-5.55,-8.18,2010
UNC Greensboro,Southern (North),0.63,-4.86,-3.38,-8.24,2010
Arkansas-Pine Bluff,SWAC,-7.68,-7.86,-0.43,-8.29,2010
Pepperdine,WCC,0.94,-3.2,-5.24,-8.44,2010
Towson,CAA,-0.75,0.85,-9.3,-8.46,2010
North Dakota State,Summit,-5.76,-3.08,-5.46,-8.53,2010
Chattanooga,Southern (North),-3.68,-2.7,-5.85,-8.56,2010
Winthrop,Big South,-7.31,-11.56,2.88,-8.68,2010
Delaware State,MEAC,-7.6,-13.05,3.97,-9.08,2010
Army,Patriot,-7.96,-13.86,4.76,-9.11,2010
South Carolina State,MEAC,-8.65,-2.57,-6.74,-9.31,2010
Purdue-Fort Wayne,Summit,-4.73,-5.5,-3.92,-9.42,2010
North Florida,A-Sun,-2.11,-10.8,1.27,-9.53,2010
New Hampshire,AEC,-6.29,-10.38,0.84,-9.54,2010
Tennessee State,OVC,-2.69,-2.95,-6.62,-9.57,2010
Tennessee Tech,OVC,-2.51,2.53,-12.11,-9.58,2010
Yale,Ivy,-5.6,-5.18,-4.77,-9.94,2010
Little Rock,Sun Belt (West),-2.23,-3.44,-6.61,-10.06,2010
Kennesaw State,A-Sun,-3.69,-6.83,-3.25,-10.08,2010
Idaho State,Big Sky,0.13,-3.48,-6.81,-10.29,2010
Elon,Southern (North),-3.04,-4.94,-5.46,-10.4,2010
Binghamton,AEC,-4.31,-8.93,-1.67,-10.6,2010
Brown,Ivy,-3.82,-2.82,-7.85,-10.68,2010
Louisiana-Monroe,Sun Belt (West),-5.3,-4.42,-6.33,-10.75,2010
Nicholls State,Southland (East),-2.61,-7.75,-3.23,-10.99,2010
Lamar,Southland (West),-4.22,-4.55,-6.55,-11.11,2010
Texas Southern,SWAC,-11.38,-7.1,-4.02,-11.12,2010
Monmouth,NEC,-7.82,-8.25,-2.95,-11.2,2010
Colgate,Patriot,-6.52,-4.38,-6.96,-11.34,2010
Sacred Heart,NEC,-8.72,-0.79,-10.6,-11.39,2010
American,Patriot,-6.89,-9.6,-1.87,-11.47,2010
Long Island University,NEC,-8.25,-1.38,-10.18,-11.56,2010
Columbia,Ivy,-6.04,-11.1,-0.64,-11.75,2010
McNeese State,Southland (East),-4.34,-5.57,-6.25,-11.82,2010
Western Illinois,Summit,-5.84,-14.51,2.66,-11.84,2010
Norfolk State,MEAC,-6.42,-0.26,-11.63,-11.89,2010
Eastern Washington,Big Sky,-1.91,-5.13,-6.78,-11.91,2010
Albany (NY),AEC,-5.53,-7.99,-3.94,-11.94,2010
Navy,Patriot,-7.91,-1.48,-10.52,-12.01,2010
North Carolina A&T,MEAC,-5.66,-4.72,-7.29,-12.02,2010
Sacramento State,Big Sky,-2.65,-7.64,-4.77,-12.41,2010
Georgia Southern,Southern (South),-1.67,-0.49,-12.08,-12.57,2010
Florida International,Sun Belt (East),-2.74,-2.68,-10.13,-12.81,2010
Savannah State,Ind,-5.75,-14.1,1.2,-12.9,2010
Bethune-Cookman,MEAC,-8.4,-14.76,1.61,-13.14,2010
Fordham,A-10,2.08,-3.84,-9.33,-13.18,2010
Jackson State,SWAC,-10.66,-10.13,-3.08,-13.21,2010
Liberty,Big South,-7.25,-8.29,-4.93,-13.22,2010
Charleston Southern,Big South,-8.12,-10.2,-3.05,-13.25,2010
Pennsylvania,Ivy,-3.31,-6.8,-6.5,-13.31,2010
New Orleans,Sun Belt (West),-4.5,-12.53,-0.97,-13.5,2010
Hartford,AEC,-6.04,-8.89,-4.88,-13.77,2010
St. Francis (NY),NEC,-8.42,-12.09,-1.74,-13.83,2010
Kansas City,Summit,-4.75,-7.54,-6.33,-13.88,2010
UNC Asheville,Big South,-6.47,-2.23,-12.13,-14.36,2010
Toledo,MAC (West),-0.77,-14.59,0.2,-14.39,2010
Alabama State,SWAC,-12.02,-9.97,-4.44,-14.41,2010
Southeast Missouri State,OVC,-3.06,-8.39,-6.11,-14.49,2010
High Point,Big South,-9.3,-4.79,-9.85,-14.63,2010
Central Connecticut State,NEC,-9.68,-10.97,-3.71,-14.68,2010
Longwood,Ind,-3.74,0.26,-14.95,-14.69,2010
Coppin State,MEAC,-6.81,-10.53,-4.36,-14.89,2010
Northwestern State,Southland (East),-4.7,1.99,-16.97,-14.98,2010
Fairleigh Dickinson,NEC,-6.42,-8.71,-6.85,-15.56,2010
Prairie View,SWAC,-12.11,-13.07,-2.73,-15.79,2010
Saint Francis (PA),NEC,-7.08,-9.01,-6.86,-15.87,2010
Maryland-Eastern Shore,MEAC,-7.38,-10.64,-5.54,-16.18,2010
Utah Valley,GWC,-9.25,-11.88,-4.3,-16.18,2010
Maryland-Baltimore County,AEC,-6.19,-7.18,-9.74,-16.92,2010
Centenary (LA),Summit,-5.08,-3.17,-13.99,-17.16,2010
Marist,MAAC,-2.85,-13.05,-4.17,-17.21,2010
Texas-Rio Grande Valley,GWC,-4.47,-11.35,-5.96,-17.31,2010
Southern Utah,Summit,-4.75,-9.54,-7.87,-17.42,2010
Tennessee-Martin,OVC,-2.06,-6.93,-10.53,-17.46,2010
Stetson,A-Sun,-2.14,-10.99,-6.63,-17.62,2010
Wagner,NEC,-8.78,-10.89,-7.16,-18.05,2010
Dartmouth,Ivy,-5.46,-17.13,-1.33,-18.46,2010
Florida A&M,MEAC,-6.41,-8.1,-10.7,-18.8,2010
Howard,MEAC,-7.27,-13.03,-6.46,-19.49,2010
NJIT,GWC,-8.24,-15.31,-4.28,-19.59,2010
Mississippi Valley State,SWAC,-9.88,-9.34,-10.35,-19.69,2010
VMI,Big South,-7.21,14.86,-34.77,-19.91,2010
Alabama A&M,SWAC,-13.71,-10.54,-9.65,-20.19,2010
Gardner-Webb,Big South,-5.61,-6.47,-13.85,-20.32,2010
Chicago State,GWC,-7.61,-14.06,-7.74,-21.8,2010
Grambling,SWAC,-12.75,-10.75,-12.3,-23.05,2010
Southern,SWAC,-10.96,-13.93,-10.03,-23.96,2010
Alcorn State,SWAC,-9.0,-11.49,-18.87,-30.36,2010
Ohio State,Big Ten,8.38,13.39,12.45,25.84,2011
Duke,ACC,8.32,16.55,7.95,24.51,2011
Kansas,Big 12,7.62,15.48,8.62,24.1,2011
Pittsburgh,Big East,7.85,9.54,11.28,20.82,2011
Texas,Big 12,7.96,9.52,11.3,20.82,2011
Kentucky,SEC (East),8.91,10.67,9.64,20.3,2011
Washington,Pac-10,7.74,18.29,1.83,20.12,2011
Purdue,Big Ten,8.69,9.34,10.02,19.36,2011
North Carolina,ACC,10.15,13.0,5.87,18.87,2011
Syracuse,Big East,8.79,9.39,9.45,18.85,2011
Wisconsin,Big Ten,9.42,4.24,14.52,18.77,2011
Brigham Young,MWC,5.76,15.83,2.82,18.65,2011
Louisville,Big East,8.2,10.42,8.18,18.6,2011
Notre Dame,Big East,8.43,11.1,7.07,18.17,2011
San Diego State,MWC,6.36,5.28,12.68,17.96,2011
Connecticut,Big East,10.44,9.23,8.72,17.95,2011
Illinois,Big Ten,11.11,7.98,8.74,16.72,2011
Arizona,Pac-10,7.99,11.12,5.42,16.54,2011
Florida,SEC (East),7.57,7.74,8.53,16.27,2011
West Virginia,Big East,11.03,5.64,10.51,16.15,2011
Cincinnati,Big East,6.1,3.69,11.72,15.41,2011
Vanderbilt,SEC (East),6.86,11.12,3.97,15.1,2011
Villanova,Big East,8.23,8.23,6.82,15.05,2011
Maryland,ACC,5.76,10.59,4.41,15.0,2011
Marquette,Big East,8.51,10.23,4.66,14.89,2011
Missouri,Big 12,6.5,14.73,0.04,14.77,2011
Nevada-Las Vegas,MWC,6.0,6.84,7.82,14.67,2011
Georgetown,Big East,10.39,7.15,7.47,14.61,2011
Kansas State,Big 12,8.41,7.55,7.04,14.59,2011
Michigan,Big Ten,10.68,3.14,11.07,14.21,2011
Gonzaga,WCC,4.01,8.59,5.27,13.86,2011
Virginia Tech,ACC,6.29,4.76,9.09,13.84,2011
Clemson,ACC,6.58,3.37,10.39,13.76,2011
Michigan State,Big Ten,11.67,6.14,7.56,13.7,2011
Florida State,ACC,6.45,3.52,9.97,13.48,2011
Utah State,WAC,0.5,1.88,11.35,13.23,2011
St. John's (NY),Big East,10.01,6.41,6.69,13.1,2011
Belmont,A-Sun,-4.42,9.39,3.68,13.07,2011
Saint Mary's (CA),WCC,1.95,9.69,3.35,13.04,2011
Texas A&M,Big 12,5.94,2.24,10.38,12.62,2011
Wichita State,MVC,1.79,6.89,5.68,12.57,2011
Temple,A-10,4.23,3.97,8.38,12.35,2011
Washington State,Pac-10,6.81,7.3,4.97,12.27,2011
Penn State,Big Ten,11.45,0.94,11.04,11.98,2011
Xavier,A-10,4.41,6.3,5.58,11.88,2011
Minnesota,Big Ten,9.79,5.68,6.07,11.75,2011
New Mexico,MWC,4.9,6.54,5.18,11.72,2011
Alabama,SEC (West),4.27,0.14,11.56,11.7,2011
UCLA,Pac-10,7.93,5.03,6.67,11.7,2011
George Mason,CAA,1.37,6.01,5.65,11.66,2011
Northwestern,Big Ten,7.54,7.77,3.89,11.66,2011
Butler,Horizon,5.02,5.06,6.48,11.53,2011
Southern California,Pac-10,7.97,0.17,11.35,11.52,2011
Colorado,Big 12,5.61,12.55,-1.1,11.45,2011
Richmond,A-10,2.79,2.85,8.38,11.23,2011
Tennessee,SEC (East),8.73,5.2,5.89,11.08,2011
Seton Hall,Big East,9.33,4.13,6.9,11.03,2011
Nebraska,Big 12,4.67,-0.93,11.48,10.54,2011
Miami (FL),ACC,6.42,6.33,4.14,10.47,2011
Georgia,SEC (East),6.13,3.47,6.97,10.43,2011
Duquesne,A-10,1.49,9.58,0.75,10.33,2011
Baylor,Big 12,4.8,3.59,6.4,10.0,2011
Boston College,ACC,7.31,6.9,2.88,9.78,2011
California,Pac-10,9.17,8.39,1.05,9.45,2011
Indiana,Big Ten,7.65,5.58,3.45,9.03,2011
Old Dominion,CAA,1.76,-1.53,10.56,9.03,2011
Iowa State,Big 12,4.55,8.15,0.71,8.86,2011
UTEP,CUSA,2.47,3.34,5.48,8.83,2011
Mississippi,SEC (West),3.92,8.05,0.67,8.71,2011
Virginia Commonwealth,CAA,3.78,6.2,2.36,8.56,2011
UAB,CUSA,2.78,1.49,7.07,8.55,2011
Oklahoma State,Big 12,6.94,2.9,5.63,8.53,2011
Southern Mississippi,CUSA,1.9,5.59,2.83,8.41,2011
Oakland,Summit,0.1,15.9,-7.62,8.28,2011
Missouri State,MVC,1.35,3.63,4.44,8.07,2011
Iowa,Big Ten,8.79,3.63,4.32,7.95,2011
Rutgers,Big East,7.22,1.77,6.11,7.88,2011
Cleveland State,Horizon,1.74,2.55,5.04,7.59,2011
Colorado State,MWC,5.26,4.76,2.73,7.49,2011
NC State,ACC,6.8,5.54,1.49,7.02,2011
Iona,MAAC,-2.26,10.12,-3.11,7.01,2011
Oregon,Pac-10,6.92,3.98,2.95,6.92,2011
Memphis,CUSA,3.14,4.94,1.97,6.91,2011
Providence,Big East,6.44,10.82,-3.91,6.91,2011
Georgia Tech,ACC,5.68,2.64,3.78,6.42,2011
Stanford,Pac-10,5.17,0.13,6.26,6.4,2011
Marshall,CUSA,1.94,4.53,1.79,6.32,2011
Arkansas,SEC (West),2.34,3.86,2.42,6.28,2011
Central Florida,CUSA,1.97,0.57,5.68,6.25,2011
College of Charleston,Southern (South),-1.05,7.21,-1.03,6.17,2011
Tulsa,CUSA,3.25,4.28,1.78,6.06,2011
Virginia,ACC,6.55,-3.83,9.84,6.01,2011
Boise State,WAC,0.01,5.86,-0.38,5.48,2011
Harvard,Ivy,-1.19,2.3,2.58,4.88,2011
Creighton,MVC,1.41,2.43,2.45,4.87,2011
Dayton,A-10,3.2,1.01,3.86,4.87,2011
Portland,WCC,2.2,3.04,1.66,4.7,2011
Northern Iowa,MVC,2.04,-3.53,8.05,4.53,2011
Wofford,Southern (South),-1.21,4.08,0.27,4.35,2011
Arizona State,Pac-10,7.2,-1.63,5.93,4.3,2011
South Florida,Big East,8.89,-2.65,6.93,4.28,2011
Valparaiso,Horizon,1.69,2.95,1.28,4.24,2011
South Carolina,SEC (East),5.6,2.39,1.78,4.17,2011
Drexel,CAA,-0.01,-5.06,9.08,4.02,2011
Texas Tech,Big 12,6.18,7.98,-3.96,4.02,2011
Cal State Long Beach,Big West,1.69,4.94,-1.16,3.78,2011
Oklahoma,Big 12,6.42,0.54,3.17,3.71,2011
Princeton,Ivy,-1.61,-0.3,4.02,3.71,2011
Kent State,MAC (East),0.04,2.36,1.29,3.65,2011
Indiana State,MVC,2.9,-0.19,3.6,3.41,2011
Mississippi State,SEC (West),3.77,3.63,-0.25,3.38,2011
Rhode Island,A-10,1.9,0.95,2.39,3.34,2011
Wright State,Horizon,1.45,-3.69,6.92,3.22,2011
South Dakota State,Summit,-4.04,9.86,-6.76,3.1,2011
Santa Clara,WCC,1.25,4.89,-1.83,3.06,2011
Fairfield,MAAC,-3.91,-4.4,7.33,2.94,2011
James Madison,CAA,-0.03,4.08,-1.14,2.94,2011
Buffalo,MAC (East),-2.22,0.29,2.64,2.93,2011
Saint Louis,A-10,3.06,-4.91,7.74,2.83,2011
Morehead State,OVC,-3.13,-1.68,4.49,2.81,2011
Air Force,MWC,3.31,-1.94,4.65,2.71,2011
Utah,MWC,6.56,2.25,0.21,2.46,2011
Bucknell,Patriot,-3.87,-1.02,3.42,2.39,2011
Coastal Carolina,Big South,-5.15,1.7,0.65,2.35,2011
Long Island University,NEC,-5.77,11.47,-9.24,2.23,2011
Montana,Big Sky,-2.47,-4.18,6.34,2.17,2011
Akron,MAC (East),-1.02,0.77,1.37,2.15,2011
New Mexico State,WAC,2.66,3.66,-1.55,2.11,2011
East Tennessee State,A-Sun,-2.12,-1.41,3.49,2.08,2011
Detroit Mercy,Horizon,0.91,6.77,-4.89,1.88,2011
San Francisco,WCC,3.06,1.55,0.23,1.78,2011
Loyola (IL),Horizon,-1.1,0.6,1.13,1.73,2011
East Carolina,CUSA,2.99,0.93,0.74,1.67,2011
Rice,CUSA,2.67,-0.18,1.85,1.67,2011
Rider,MAAC,-2.67,4.27,-2.65,1.62,2011
Oregon State,Pac-10,5.03,3.3,-1.79,1.51,2011
Milwaukee,Horizon,2.51,1.29,0.19,1.48,2011
Northern Colorado,Big Sky,-2.24,1.69,-0.3,1.39,2011
St. Bonaventure,A-10,1.73,1.79,-0.48,1.31,2011
UC Santa Barbara,Big West,0.12,-1.32,2.53,1.22,2011
Southern Methodist,CUSA,-0.39,-4.93,5.97,1.04,2011
TCU,MWC,3.93,0.71,0.26,0.96,2011
Oral Roberts,Summit,-1.17,4.3,-3.44,0.86,2011
Pacific,Big West,-0.88,-4.87,5.62,0.75,2011
Northern Arizona,Big Sky,-3.72,0.64,-0.02,0.62,2011
Ohio,MAC (East),-1.01,6.01,-5.42,0.59,2011
Hawaii,WAC,-0.87,-0.21,0.72,0.51,2011
Murray State,OVC,-4.85,-3.67,4.12,0.45,2011
IUPUI,Summit,-0.84,-0.2,0.59,0.39,2011
Nevada,WAC,1.88,2.05,-1.71,0.34,2011
Idaho,WAC,-0.64,-1.39,1.59,0.2,2011
Vermont,AEC,-5.33,-2.35,2.49,0.14,2011
Hofstra,CAA,0.13,2.43,-2.46,-0.03,2011
La Salle,A-10,1.7,9.73,-9.81,-0.08,2011
George Washington,A-10,0.36,-3.45,3.35,-0.1,2011
Austin Peay,OVC,-3.77,1.56,-1.71,-0.15,2011
Green Bay,Horizon,2.18,-0.13,-0.08,-0.21,2011
Fresno State,WAC,0.58,-1.33,1.08,-0.25,2011
Saint Peter's,MAAC,-1.08,-8.05,7.77,-0.28,2011
Tulane,CUSA,-0.68,-1.12,0.84,-0.28,2011
Evansville,MVC,1.8,-0.72,0.42,-0.3,2011
Furman,Southern (South),-3.65,-2.43,2.07,-0.36,2011
Davidson,Southern (South),-2.17,1.29,-1.68,-0.39,2011
UNC Asheville,Big South,-2.89,1.73,-2.42,-0.69,2011
Ball State,MAC (West),-3.4,-2.22,1.52,-0.7,2011
Western Michigan,MAC (West),-2.52,1.59,-2.29,-0.7,2011
Massachusetts,A-10,1.93,-2.18,1.41,-0.76,2011
Robert Morris,NEC,-2.61,-3.17,2.37,-0.8,2011
Lipscomb,A-Sun,-2.65,5.61,-6.57,-0.96,2011
DePaul,Big East,7.53,3.78,-5.09,-1.31,2011
Jacksonville,A-Sun,-3.68,-1.99,0.57,-1.42,2011
North Texas,Sun Belt (West),-5.07,4.61,-6.1,-1.49,2011
Bradley,MVC,1.67,-1.69,0.16,-1.52,2011
North Dakota State,Summit,-3.5,2.6,-4.13,-1.54,2011
San Jose State,WAC,-0.08,3.25,-4.79,-1.54,2011
Miami (OH),MAC (East),3.04,-0.88,-0.7,-1.58,2011
Weber State,Big Sky,-1.74,-1.34,-0.3,-1.64,2011
Saint Joseph's,A-10,3.46,-1.36,-0.39,-1.75,2011
Cal Poly,Big West,-2.39,-11.08,9.24,-1.84,2011
Central Connecticut State,NEC,-5.97,-1.75,-0.19,-1.94,2011
Quinnipiac,NEC,-6.39,0.81,-2.88,-2.08,2011
Louisiana State,SEC (West),2.26,-5.18,3.1,-2.09,2011
Purdue-Fort Wayne,Summit,-5.17,0.28,-2.45,-2.17,2011
Sam Houston State,Southland (West),-3.9,-1.03,-1.35,-2.38,2011
Florida Atlantic,Sun Belt (East),-2.61,-3.82,1.41,-2.41,2011
Southern Illinois,MVC,1.48,-5.9,3.44,-2.46,2011
Auburn,SEC (West),2.4,-4.1,1.63,-2.47,2011
Boston University,AEC,-3.85,-3.87,1.39,-2.48,2011
Charlotte,A-10,1.89,-0.22,-2.32,-2.54,2011
Drake,MVC,0.76,-2.69,0.13,-2.56,2011
Northeastern,CAA,1.17,-0.11,-2.57,-2.67,2011
Houston,CUSA,0.55,0.23,-2.94,-2.71,2011
Middle Tennessee,Sun Belt (East),-4.45,-2.65,-0.09,-2.74,2011
Loyola Marymount,WCC,0.27,0.5,-3.3,-2.79,2011
Yale,Ivy,-2.72,-2.62,-0.29,-2.91,2011
Canisius,MAAC,-3.55,-2.4,-0.52,-2.92,2011
Pennsylvania,Ivy,-1.64,-2.73,-0.26,-2.99,2011
American,Patriot,-5.64,-5.7,2.57,-3.13,2011
Wyoming,MWC,3.53,-2.64,-0.52,-3.16,2011
Loyola (MD),MAAC,-3.68,-1.39,-1.89,-3.28,2011
Stephen F. Austin,Southland (West),-7.73,-11.08,7.79,-3.29,2011
Illinois State,MVC,-0.66,-6.66,3.29,-3.37,2011
Arkansas State,Sun Belt (West),-3.31,-3.67,0.29,-3.38,2011
UNC Wilmington,CAA,-0.44,-4.19,0.78,-3.41,2011
Western Carolina,Southern (North),-2.86,-1.72,-1.82,-3.54,2011
Cornell,Ivy,-1.6,-0.25,-3.35,-3.6,2011
UC Irvine,Big West,-2.36,5.13,-8.91,-3.78,2011
Delaware,CAA,-0.11,-4.89,1.11,-3.79,2011
Western Kentucky,Sun Belt (East),-3.15,-0.34,-3.46,-3.8,2011
Siena,MAAC,-1.71,-0.64,-3.2,-3.83,2011
Pepperdine,WCC,1.43,0.83,-4.75,-3.91,2011
Denver,Sun Belt (West),-3.48,-11.16,7.12,-4.04,2011
Lehigh,Patriot,-5.69,3.27,-7.34,-4.07,2011
Mercer,A-Sun,-2.17,-2.25,-1.83,-4.08,2011
Georgia State,CAA,-1.92,-7.22,3.08,-4.15,2011
VMI,Big South,-5.45,13.26,-17.49,-4.23,2011
Little Rock,Sun Belt (West),-2.97,-3.48,-0.85,-4.32,2011
William & Mary,CAA,0.49,-3.43,-0.95,-4.38,2011
Wake Forest,ACC,5.51,1.59,-6.02,-4.43,2011
McNeese State,Southland (East),-4.39,0.25,-4.95,-4.7,2011
Appalachian State,Southern (North),-2.95,0.38,-5.19,-4.81,2011
Charleston Southern,Big South,-4.57,-1.31,-3.55,-4.86,2011
Maine,AEC,-5.84,-0.99,-3.88,-4.87,2011
Hampton,MEAC,-8.77,-6.55,1.35,-5.2,2011
Columbia,Ivy,-4.81,-0.51,-4.72,-5.22,2011
Cal State Northridge,Big West,-1.55,-1.37,-3.98,-5.35,2011
Winthrop,Big South,-3.2,-5.58,0.21,-5.38,2011
Louisiana,Sun Belt (West),-4.19,-0.69,-4.76,-5.45,2011
St. Francis (NY),NEC,-5.85,-4.64,-0.81,-5.45,2011
Liberty,Big South,-4.86,-5.52,-0.1,-5.62,2011
Tennessee Tech,OVC,-5.77,1.73,-7.37,-5.64,2011
UC Davis,Big West,-1.9,1.19,-6.88,-5.69,2011
Nicholls State,Southland (East),-4.52,-10.21,4.49,-5.72,2011
UTSA,Southland (West),-4.93,-1.8,-4.01,-5.8,2011
Bowling Green State,MAC (East),-2.03,-5.95,0.01,-5.94,2011
Louisiana Tech,WAC,-0.99,-6.25,0.26,-5.99,2011
North Florida,A-Sun,0.31,-3.3,-2.95,-6.25,2011
Illinois-Chicago,Horizon,1.98,-5.65,-0.66,-6.32,2011
Holy Cross,Patriot,-4.55,-3.37,-3.01,-6.38,2011
Youngstown State,Horizon,0.93,0.81,-7.21,-6.4,2011
Elon,Southern (North),-3.32,1.03,-7.57,-6.54,2011
Wagner,NEC,-3.67,-2.18,-4.36,-6.54,2011
Campbell,A-Sun,-4.27,-5.65,-1.02,-6.67,2011
Lamar,Southland (East),-5.96,5.1,-11.78,-6.69,2011
Stony Brook,AEC,-6.2,-9.93,3.08,-6.85,2011
Montana State,Big Sky,-3.22,-4.2,-2.81,-7.01,2011
Albany (NY),AEC,-5.96,-7.07,0.01,-7.05,2011
Tennessee State,OVC,-4.73,-2.63,-4.49,-7.12,2011
Lafayette,Patriot,-4.19,-1.78,-5.48,-7.26,2011
Brown,Ivy,-4.12,0.9,-8.16,-7.27,2011
Eastern Kentucky,OVC,-6.48,-7.04,-0.3,-7.34,2011
UT Arlington,Southland (West),-5.47,-3.55,-4.04,-7.59,2011
Texas State,Southland (West),-5.89,4.09,-11.73,-7.65,2011
Cal State Fullerton,Big West,-2.81,2.06,-9.74,-7.68,2011
Presbyterian,Big South,-2.85,-8.41,0.69,-7.72,2011
Portland State,Big Sky,-4.47,0.68,-8.42,-7.74,2011
Utah Valley,GWC,-9.97,-1.68,-6.1,-7.78,2011
Southern Utah,Summit,-3.44,-2.97,-4.83,-7.8,2011
Central Michigan,MAC (West),-2.41,-10.38,2.37,-8.01,2011
Morgan State,MEAC,-7.72,-7.04,-1.0,-8.04,2011
Northern Illinois,MAC (West),-2.26,-1.12,-6.94,-8.05,2011
Towson,CAA,-0.52,0.8,-8.86,-8.06,2011
UC Riverside,Big West,-1.4,-5.2,-3.06,-8.26,2011
Eastern Washington,Big Sky,-2.22,-5.44,-3.07,-8.5,2011
San Diego,WCC,3.18,-9.42,0.82,-8.6,2011
Coppin State,MEAC,-7.66,-0.34,-8.36,-8.7,2011
Fordham,A-10,1.01,-4.0,-4.77,-8.77,2011
Northwestern State,Southland (East),-7.02,4.18,-13.06,-8.88,2011
Kansas City,Summit,-4.46,-2.62,-6.29,-8.91,2011
Southeastern Louisiana,Southland (East),-5.4,-5.46,-3.48,-8.93,2011
Savannah State,Ind,-2.44,-11.96,2.9,-9.06,2011
Eastern Michigan,MAC (West),-3.11,-9.53,0.43,-9.11,2011
Gardner-Webb,Big South,-2.72,-9.09,-0.13,-9.22,2011
Mount St. Mary's,NEC,-3.47,-9.12,-0.11,-9.22,2011
Seattle,Ind,-2.36,-1.66,-7.61,-9.26,2011
Florida International,Sun Belt (East),-4.23,0.81,-10.14,-9.33,2011
Sacred Heart,NEC,-6.12,-4.61,-4.79,-9.4,2011
Chattanooga,Southern (North),-2.67,-1.03,-8.41,-9.44,2011
Troy,Sun Belt (East),-2.05,1.15,-10.62,-9.48,2011
Monmouth,NEC,-4.4,-9.89,0.23,-9.67,2011
South Dakota,GWC,-10.48,2.68,-12.4,-9.72,2011
South Alabama,Sun Belt (East),-4.34,-1.49,-8.32,-9.8,2011
The Citadel,Southern (South),-2.84,-7.17,-2.67,-9.84,2011
UNC Greensboro,Southern (North),-0.37,1.73,-11.68,-9.95,2011
Hartford,AEC,-5.55,-9.94,-0.1,-10.04,2011
New Hampshire,AEC,-6.32,-12.93,2.86,-10.07,2011
Texas Southern,SWAC,-9.02,-8.64,-1.5,-10.14,2011
Florida Gulf Coast,A-Sun,-3.11,-4.3,-5.97,-10.27,2011
Jackson State,SWAC,-10.86,-8.76,-1.67,-10.43,2011
Navy,Patriot,-5.56,-4.68,-5.98,-10.66,2011
Army,Patriot,-6.58,-3.43,-7.29,-10.71,2011
Stetson,A-Sun,-2.86,-4.83,-5.9,-10.73,2011
Idaho State,Big Sky,-1.87,-6.12,-4.64,-10.76,2011
Bethune-Cookman,MEAC,-8.04,-7.7,-3.4,-11.11,2011
Jacksonville State,OVC,-5.41,-10.75,-0.41,-11.16,2011
Samford,Southern (North),-4.22,-11.22,-0.17,-11.39,2011
Eastern Illinois,OVC,-4.89,-10.95,-0.46,-11.41,2011
Cal State Bakersfield,Ind,-2.16,-2.43,-9.02,-11.44,2011
Saint Francis (PA),NEC,-3.84,-5.41,-6.09,-11.5,2011
Manhattan,MAAC,-2.01,-8.51,-3.15,-11.66,2011
North Dakota,GWC,-8.7,-6.49,-5.34,-11.83,2011
Niagara,MAAC,-3.02,-7.59,-4.31,-11.89,2011
North Carolina A&T,MEAC,-6.26,-1.06,-10.99,-12.06,2011
Delaware State,MEAC,-6.39,-11.22,-0.96,-12.18,2011
Norfolk State,MEAC,-7.45,-2.09,-10.11,-12.2,2011
Southeast Missouri State,OVC,-5.4,-5.06,-7.21,-12.27,2011
Texas A&M-Corpus Christi,Southland (West),-2.09,-9.33,-2.98,-12.31,2011
South Carolina Upstate,A-Sun,-0.94,-10.76,-1.68,-12.44,2011
Tennessee-Martin,OVC,-5.0,-2.92,-9.85,-12.77,2011
High Point,Big South,-4.47,-6.09,-6.73,-12.82,2011
Bryant,NEC,-3.12,-4.14,-8.84,-12.98,2011
North Carolina Central,Ind,-8.03,-6.2,-6.82,-13.03,2011
NJIT,GWC,-9.64,-8.77,-4.41,-13.18,2011
Fairleigh Dickinson,NEC,-5.0,-6.55,-6.79,-13.34,2011
Alabama State,SWAC,-10.31,-11.22,-2.15,-13.37,2011
Marist,MAAC,-1.46,-8.46,-5.24,-13.7,2011
Binghamton,AEC,-5.35,-9.58,-4.22,-13.81,2011
Mississippi Valley State,SWAC,-7.48,-3.09,-10.86,-13.95,2011
Sacramento State,Big Sky,-4.05,-9.67,-4.34,-14.01,2011
Kennesaw State,A-Sun,-3.29,-5.8,-8.26,-14.06,2011
Louisiana-Monroe,Sun Belt (West),-3.96,-11.2,-3.07,-14.27,2011
Toledo,MAC (West),-0.88,-10.92,-3.83,-14.75,2011
Dartmouth,Ivy,-3.39,-10.85,-4.01,-14.86,2011
Western Illinois,Summit,-4.43,-16.35,1.21,-15.14,2011
Alabama A&M,SWAC,-11.75,-10.32,-4.86,-15.19,2011
Colgate,Patriot,-5.03,-6.13,-9.67,-15.8,2011
Georgia Southern,Southern (South),-3.13,-8.7,-7.19,-15.88,2011
Longwood,Ind,-3.62,0.9,-16.92,-16.02,2011
Texas-Rio Grande Valley,GWC,-6.41,-8.43,-8.12,-16.55,2011
South Carolina State,MEAC,-8.57,-8.53,-8.18,-16.71,2011
Radford,Big South,-2.52,-11.82,-4.94,-16.76,2011
Florida A&M,MEAC,-8.71,-10.1,-6.72,-16.82,2011
Houston Baptist,GWC,-8.72,-5.12,-13.28,-18.41,2011
Grambling,SWAC,-10.45,-11.99,-6.46,-18.45,2011
